Song,Album,Genres,Year,Rank
Savin' Me,All the Right Reasons,"['post-grunge', 'alternative metal', 'canadian rock']",2006,49
Don't Forget About Us (As Made Famous By Mariah Carey),Drew's Famous # 1 Karaoke Hits: Sing the Hits of 2006,['karaoke'],2006,50
Sexy Love,In My Own Words,"['urban contemporary', 'dance pop', 'pop', 'r&b']",2006,51
U and Dat (feat. T. Pain & Kandi Girl),My Ghetto Report Card,"['gangster rap', 'southern hip hop', 'dance pop', 'cali rap', 'urban contemporary', 'rap', 'trap', 'west coast rap', 'oakland hip hop', 'r&b', 'hip hop', 'pop rap', 'hyphy']",2006,52
Far Away,All the Right Reasons,"['post-grunge', 'alternative metal', 'canadian rock']",2006,53
What's Left Of Me,What's Left Of Me,"['idol', 'post-teen pop']",2006,54
So What,Light Poles And Pine Trees,"['hip pop', 'dance pop', 'urban contemporary', 'dirty south rap', 'old school atlanta hip hop', 'pop', 'atl hip hop', 'r&b']",2006,55
Do It To It,Unappreciated,"['hip pop', 'southern hip hop', 'urban contemporary', 'girl group', 'atl hip hop', 'r&b']",2006,56
Black Horse And The Cherry Tree,Eye To The Telescope,"['scottish singer-songwriter', 'neo mellow', 'lilith', 'pop rock', 'ectofolk']",2006,57
There It Go (The Whistle Song),What The Game's Been Missing!,"['gangster rap', 'nyc rap', 'trap', 'harlem hip hop', 'pop rap']",2006,58
Shoulder Lean (feat. T.I.),Best Thang Smokin' (Explicit Version),"['gangster rap', 'southern hip hop', 'crunk', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'atl hip hop', 'futuristic swag', 'hip hop', 'pop rap']",2006,59
Blame It,Intuition,"['gangster rap', 'hip pop', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'trap', 'contemporary r&b', 'hip hop', 'pop rap', 'r&b']",2006,60
My Love (feat. T.I.),FutureSex/LoveSounds Deluxe Edition,"['gangster rap', 'southern hip hop', 'dance pop', 'rap', 'dirty south rap', 'trap', 'pop', 'atl hip hop', 'hip hop', 'pop rap']",2006,61
Shake That,Curtain Call: The Hits (Deluxe Edition),"['gangster rap', 'detroit hip hop', 'hardcore hip hop', 'rap', 'west coast rap', 'g funk', 'hip hop']",2006,62
Pullin' Me Back,Hoodstar (Deluxe Edition),"['hip pop', 'southern hip hop', 'crunk', 'urban contemporary', 'dirty south rap', 'contemporary r&b', 'pop rap', 'r&b']",2006,63
Bossy Featuring Too $hort (feat. Too $hort),Kelis Was Here,"['gangster rap', 'hip pop', 'dance pop', 'cali rap', 'urban contemporary', 'west coast rap', 'golden age hip hop', 'oakland hip hop', 'neo soul', 'hyphy']",2006,64
Chain Hang Low,Jibbs feat. Jibbs,['dirty south rap'],2006,65
Smack That,Konvicted,"['dance pop', 'hip hop', 'rap', 'detroit hip hop']",2006,66
One Wish,Raydiation,['pop rap'],2006,67
"Sugar, We're Goin Down",From Under The Cork Tree,"['pop punk', 'emo', 'rock', 'pop', 'modern rock']",2006,68
Gimme That,Chris Brown (Expanded Edition),"['rap', 'r&b']",2006,69
"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)",New Joc City,"['southern hip hop', 'crunk', 'dirty south rap', 'trap', 'atl hip hop']",2006,70
Who Says You Can't Go Home,Have A Nice Day,"['country dawn', 'country road', 'glam metal', 'contemporary country', 'rock', 'country']",2006,71
Too Little Too Late,The High Road,"['post-teen pop', 'dance pop', 'pop']",2006,72
Touch It,The Big Bang,"['east coast hip hop', 'hardcore hip hop', 'rap', 'hip hop', 'pop rap']",2006,73
Rompe,Barrio Fino En Directo,"['reggaeton', 'trap latino', 'latin hip hop', 'urbano latino']",2006,74
Deja Vu (feat. Jay-Z),B'Day Deluxe Edition,"['gangster rap', 'east coast hip hop', 'rap', 'pop', 'hip hop', 'pop rap', 'r&b']",2006,75
Life is a Highway,Me And My Gang,"['contemporary country', 'country road', 'country']",2006,76
Call Me When You're Sober,The Open Door,['alternative metal'],2006,77
"Jesus, Take the Wheel",Some Hearts,"['country dawn', 'dance pop', 'contemporary country', 'classic oklahoma country', 'country']",2006,78
Show Stopper,Danity Kane,"['hip pop', 'dance pop', 'urban contemporary', 'girl group', 'r&b']",2006,79
Get Up (feat. Chamillionaire),The Evolution,"['hip pop', 'dance pop', 'southern hip hop', 'urban contemporary', 'dirty south rap', 'pop', 'r&b']",2006,80
We Be Burnin',The Trinity,"['dance pop', 'pop rap', 'pop', 'dancehall']",2006,81
Hate Me,Foiled,['san marcos tx indie'],2006,82
You And Me,Lifehouse,"['neo mellow', 'pop rock', 'post-grunge']",2006,83
Don't Cha,PCD,"['dance pop', 'east coast hip hop', 'girl group', 'hardcore hip hop', 'rap', 'pop', 'hip hop', 'pop rap']",2006,84
I Think They Like Me - Remix,On Top Of Our Game,"['southern hip hop', 'hip pop', 'dance pop', 'crunk', 'urban contemporary', 'new jack swing', 'rap', 'dirty south rap', 'trap', 'chicago rap', 'atl hip hop', 'contemporary r&b', 'pop rap', 'r&b']",2006,85
Say Goodbye,Chris Brown (Expanded Edition),"['rap', 'r&b']",2006,86
Waiting On the World to Change,Continuum,"['neo mellow', 'singer-songwriter']",2006,87
Soul Survivor,Let's Get It: Thug Motivation 101,"['gangster rap', 'southern hip hop', 'dance pop', 'crunk', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'atl hip hop']",2006,88
Pump It (As Made Famous By Black Eyed Peas Instrumental Cover),Party Harty Vol.3,['fake'],2006,89
When I'm Gone,When I'm Gone,"['hip hop', 'rap', 'detroit hip hop']",2006,90
Hung Up,Confessions on a Dance Floor,"['dance pop', 'pop']",2006,91
Stay Fly,Most Known Unknown (Explicit),"['gangster rap', 'southern hip hop', 'crunk', 'memphis hip hop', 'dirty south rap', 'trap', 'tennessee hip hop']",2006,92
Love,The Way It Is,"['hip pop', 'urban contemporary', 'r&b']",2006,93
When You're Mad,In My Own Words,"['urban contemporary', 'dance pop', 'pop', 'r&b']",2006,94
Why You Wanna,King,"['gangster rap', 'southern hip hop', 'rap', 'dirty south rap', 'trap', 'atl hip hop', 'hip hop', 'pop rap']",2006,95
Stupid Girls (Karaoke Version) - Originally Performed By Pink,Remember Me - 2006,['karaoke'],2006,96
Feel Good Inc.,Demon Days,"['alternative hip hop', 'modern rock', 'rock']",2006,97
I'm Sprung,Rappa Ternt Sanga (Expanded Edition),"['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2006,98
Do I Make You Proud,Do I Make You Proud / Takin' It To The Streets,['idol'],2006,99
Sharkbait,Sharkbait,"['neo mellow', 'transpop', 'la pop', 'rochester ny indie']",2006,100
Irreplaceable,B'Day Deluxe Edition,"['pop', 'r&b']",2007,1
Umbrella (Sped Up),Speedy Kiwi,['sped up'],2007,2
The Sweet Escape,The Sweet Escape,"['dance pop', 'pop']",2007,3
Big Girls Don't Cry (Personal),The Dutchess,"['dance pop', 'pop']",2007,4
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),Epiphany (Expanded Edition),"['gangster rap', 'southern hip hop', 'dance pop', 'crunk', 'urban contemporary', 'rap', 'dirty south rap', 'trap', 'atl hip hop', 'hip hop', 'pop rap', 'r&b']",2007,5
Before He Cheats,Some Hearts,"['country dawn', 'dance pop', 'contemporary country', 'classic oklahoma country', 'country']",2007,6
Hey There Delilah,All That We Needed,"['neo mellow', 'pop punk', 'neon pop punk', 'pop rock', 'modern rock']",2007,7
I Wanna Love You,Konvicted,"['gangster rap', 'dance pop', 'rap', 'west coast rap', 'g funk', 'hip hop', 'pop rap']",2007,8
Say It Right,Loose,"['dance pop', 'canadian latin', 'pop', 'canadian pop']",2007,9
Glamorous,The Dutchess,"['southern hip hop', 'dance pop', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'pop', 'atl hip hop', 'hip hop', 'pop rap']",2007,10
Don’t Matter (In The Style Of Akon),Karaoke - Most Downloaded 2007,['karaoke'],2007,11
Girlfriend,The Best Damn Thing (Expanded Edition),"['candy pop', 'pop', 'canadian pop']",2007,12
Makes Me Wonder,It Won't Be Soon Before Long.,['pop'],2007,13
Party Like A Rock Star,Rockstar Mentality,"['atl hip hop', 'futuristic swag', 'dirty south rap']",2007,14
Smack That,Konvicted,"['dance pop', 'hip hop', 'rap', 'detroit hip hop']",2007,15
This Is Why I'm Hot,Music Is My Savior,['pop rap'],2007,16
It's Not Over,Daughtry (Deluxe Edition),"['neo mellow', 'pop rock', 'alternative metal', 'post-grunge']",2007,17
The Way I Are - Timbaland vs. Nephew featuring Keri Hilson & D.O.E,The Way I Are (Timbaland Vs. Nephew),"['hip pop', 'dance pop', 'urban contemporary', 'pop', 'pop rap', 'r&b']",2007,18
Glamorous,The Dutchess,"['southern hip hop', 'dance pop', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'pop', 'atl hip hop', 'hip hop', 'pop rap']",2007,19
Crank That (Soulja Boy),souljaboytellem.com,"['southern hip hop', 'dance pop', 'rap', 'trap', 'atl hip hop', 'chicago bop', 'pop rap']",2007,20
Give It To Me,Shock Value,"['dance pop', 'canadian latin', 'pop', 'canadian pop', 'pop rap']",2007,21
What Goes Around.../...Comes Around (Interlude),FutureSex/LoveSounds,"['dance pop', 'pop']",2007,22
Cupid's Chokehold / Breakfast in America,The Papercut Chronicles,"['dance pop', 'pop rap']",2007,23
How to Save a Life,How To Save A Life,"['neo mellow', 'pop rock', 'piano rock', 'pop']",2007,24
Home,Daughtry (Deluxe Edition),"['neo mellow', 'pop rock', 'alternative metal', 'post-grunge']",2007,25
My Love (feat. T.I.),FutureSex/LoveSounds Deluxe Edition,"['gangster rap', 'southern hip hop', 'dance pop', 'rap', 'dirty south rap', 'trap', 'pop', 'atl hip hop', 'hip hop', 'pop rap']",2007,26
Stronger,Graduation,"['chicago rap', 'hip hop', 'rap']",2007,27
We Fly High,Hustler's P.O.M.E. (Product Of My Environment),"['gangster rap', 'trap', 'pop rap', 'harlem hip hop']",2007,28
U & Ur Hand (In The Style Of Pink),Karaoke - Hits 2007 Vol.6,['karaoke'],2007,29
Walk It Out,Beat'n Down Yo Block,"['atl hip hop', 'dirty south rap']",2007,30
Beautiful Girls,Beautiful Girls,"['dance pop', 'miami hip hop', 'pop']",2007,31
"This Ain't A Scene, It's An Arms Race",Infinity On High,"['pop punk', 'emo', 'rock', 'pop', 'modern rock']",2007,32
Bartender (feat. Akon),Epiphany (Expanded Edition),"['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2007,33
"Pop, Lock & Drop It - Video Edit",Notebook Paper,"['southern hip hop', 'dirty south rap']",2007,34
Runaway,"Come Over When You're Sober, Pt. 2","['lgbtq+ hip hop', 'cloud rap', 'emo rap']",2007,35
Rockstar,All the Right Reasons (Special Edition),"['post-grunge', 'alternative metal', 'canadian rock']",2007,36
Thnks fr th Mmrs,Infinity On High,"['pop punk', 'emo', 'rock', 'pop', 'modern rock']",2007,37
What I've Done,Minutes to Midnight,"['nu metal', 'post-grunge', 'alternative metal', 'rock', 'rap metal']",2007,38
Summer Love,FutureSex/LoveSounds,"['dance pop', 'pop']",2007,39
You,Street Love,"['southern hip hop', 'urban contemporary', 'rap', 'new orleans rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2007,40
Wait for You,Elliott Yamin,['idol'],2007,41
Last Night (feat. Keyshia Cole),Press Play,"['hip pop', 'urban contemporary', 'r&b']",2007,42
Make It Rain,"Me, Myself & I","['gangster rap', 'east coast hip hop', 'hardcore hip hop', 'rap', 'dirty south rap', 'new orleans rap', 'trap', 'bronx hip hop', 'hip hop', 'pop rap']",2007,43
Make Me Better,From Nothin' To Somethin' (Bonus Track Version),"['gangster rap', 'dance pop', 'urban contemporary', 'rap', 'trap', 'pop', 'hip hop', 'pop rap', 'r&b']",2007,44
Ice Box,21,"['hip pop', 'dance pop', 'southern hip hop', 'urban contemporary', 'rap', 'trap', 'r&b']",2007,45
Lips Of An Angel,Extreme Behavior,"['post-grunge', 'alternative metal', 'nu metal']",2007,46
Waiting On the World to Change,Continuum,"['neo mellow', 'singer-songwriter']",2007,47
Lost Without U,The Evolution of Robin Thicke,"['dance pop', 'urban contemporary', 'pop rap', 'neo soul', 'r&b']",2007,48
I'm A Flirt,R. Kelly Smooth Jazz Tribute,['relaxative'],2007,49
If Everyone Cared,All the Right Reasons (Special Edition),"['post-grunge', 'alternative metal', 'canadian rock']",2007,50
Get It Shawty,Street Love,"['southern hip hop', 'trap', 'urban contemporary', 'r&b']",2007,51
Face Down,Don't You Fake It,"['screamo', 'pop punk', 'alternative metal', 'post-grunge', 'neon pop punk']",2007,52
The Way I Live - Main Explicit,Across The Water,"['baton rouge rap', 'southern hip hop', 'memphis hip hop', 'dirty south rap', 'trap']",2007,53
Shortie Like Mine (feat. Chris Brown & Johntá Austin),The Price Of Fame,"['hip pop', 'dance pop', 'southern hip hop', 'urban contemporary', 'rap', 'dirty south rap', 'trap', 'pop rap', 'r&b']",2007,54
It Ends Tonight,Move Along,"['neo mellow', 'pop punk', 'alternative metal', 'post-grunge', 'neon pop punk', 'pop rock', 'modern rock']",2007,55
A Bay Bay - Single Version,A Bay Bay,['dirty south rap'],2007,56
Because Of You,Because Of You,"['urban contemporary', 'dance pop', 'pop', 'r&b']",2007,57
I Tried,Strength & Loyalty,"['gangster rap', 'dance pop', 'hardcore hip hop', 'rap', 'ohio hip hop', 'hip hop']",2007,58
Welcome to the Black Parade,The Black Parade,"['pop punk', 'emo', 'rock', 'pov: indie', 'modern rock']",2007,59
Shawty (feat. T Pain),The Real Testament,"['gangster rap', 'southern hip hop', 'dance pop', 'miami hip hop', 'urban contemporary', 'rap', 'dirty south rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2007,60
Chasing Cars,Eyes Open,"['irish rock', 'neo mellow', 'permanent wave', 'pop rock', 'modern rock']",2007,61
Beautiful Liar (Karaoke Version) - Originally Performed By Beyonce and Shakira,Remember Me - 2007,['karaoke'],2007,62
SexyBack (feat. Timbaland),FutureSex/LoveSounds,"['dance pop', 'pop rap', 'pop']",2007,63
Keep Holding On,The Best Damn Thing (Expanded Edition),"['candy pop', 'pop', 'canadian pop']",2007,64
Let It Go,Just Like You,"['gangster rap', 'hip pop', 'dance pop', 'southern hip hop', 'trap queen', 'urban contemporary', 'east coast hip hop', 'rap', 'virginia hip hop', 'hip hop', 'neo soul', 'pop rap', 'r&b']",2007,65
Apologize,Dreaming Out Loud,"['piano rock', 'pop']",2007,66
Bubbly,Coco,"['neo mellow', 'dance pop', 'pop']",2007,67
Like a Boy,The Evolution,"['hip pop', 'dance pop', 'urban contemporary', 'pop', 'r&b']",2007,68
Who Knew - Karaoke Version In the Style of Pink,"Charthits Karaoke : The Very Best of the Year 2007, Vol. 1",['karaoke'],2007,69
Never Again,My December,"['talent show', 'dance pop', 'pop']",2007,70
Promise,The Evolution,"['hip pop', 'dance pop', 'urban contemporary', 'pop', 'r&b']",2007,71
Bed,Back Of My Lac',"['hip pop', 'southern hip hop', 'urban contemporary', 'contemporary r&b', 'r&b']",2007,72
Throw Some D's,Rich Boy,"['alabama rap', 'dirty south rap']",2007,73
Rehab,Back To Black (Deluxe Edition),"['british soul', 'neo soul']",2007,74
Big S**t Poppin' [Do It],T.I. VS T.I.P.,"['gangster rap', 'southern hip hop', 'rap', 'dirty south rap', 'trap', 'atl hip hop', 'hip hop', 'pop rap']",2007,75
No One,As I Am (Expanded Edition),"['neo soul', 'pop', 'r&b']",2007,76
The Great Escape,Boys Like Girls,"['pop punk', 'neon pop punk']",2007,77
2 Step,Beat'n Down Yo Block,"['atl hip hop', 'dirty south rap']",2007,78
Go Getta,The Inspiration,"['gangster rap', 'southern hip hop', 'crunk', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'atl hip hop']",2007,80
Here (In Your Arms),Zombies! Aliens! Vampires! Dinosaurs!,"['pop punk', 'neon pop punk']",2007,81
On the Hotline - Amended Version,Late Night Special,"['hip pop', 'southern hip hop', 'miami hip hop', 'urban contemporary', 'dirty south rap', 'trap', 'r&b']",2007,82
Wind It Up,The Sweet Escape,"['dance pop', 'pop']",2007,83
Cyclone (feat. T-Pain) - Main,Cyclone (feat. T-Pain) [Main],"['gangster rap', 'southern hip hop', 'dance pop', 'latin hip hop', 'texas latin rap', 'urban contemporary', 'rap', 'trap', 'chicano rap', 'pop rap', 'hip hop', 'r&b']",2007,84
First Time,Who We Are,"['neo mellow', 'pop rock', 'post-grunge']",2007,86
Ayo Technology,Curtis,"['gangster rap', 'dance pop', 'queens hip hop', 'east coast hip hop', 'rap', 'pop', 'hip hop', 'pop rap']",2007,87
Outta My System (feat. T-Pain & Johntá Austin),The Price Of Fame,"['gangster rap', 'hip pop', 'dance pop', 'southern hip hop', 'urban contemporary', 'rap', 'dirty south rap', 'trap', 'pop rap', 'hip hop', 'r&b']",2007,88
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,['pop'],2007,89
Shut Up And Drive,Good Girl Gone Bad: Reloaded,"['urban contemporary', 'barbadian pop', 'pop']",2007,90
Snow (Hey Oh),Stadium Arcadium,"['alternative rock', 'permanent wave', 'funk rock', 'rock', 'funk metal']",2007,91
Money Maker,Release Therapy,"['southern hip hop', 'dance pop', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'pop', 'atl hip hop', 'hip hop', 'pop rap']",2007,92
Kiss Kiss (feat. T-Pain),Exclusive (Expanded Edition),"['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2007,93
Far Away,All the Right Reasons,"['post-grunge', 'alternative metal', 'canadian rock']",2007,94
Rock Yo Hips (feat. Lil Scrappy) - Main,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,"['southern hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop', 'atl hip hop']",2007,95
LoveStoned / I Think She Knows (Interlude),FutureSex/LoveSounds,"['dance pop', 'pop']",2007,96
Better Than Me,Extreme Behavior,"['post-grunge', 'alternative metal', 'nu metal']",2007,97
Paralyzer,Them Vs. You Vs. Me (Deluxe Edition),"['nu metal', 'canadian rock', 'post-grunge', 'alternative metal', 'funk metal']",2007,98
That's That Shit,Sexual Eruption,"['gangster rap', 'rap', 'west coast rap', 'g funk', 'hip hop', 'pop rap']",2007,99
Same Guy (feat. Adam Levine),Thats What They All Say,"['deep talent show', 'kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']",2007,100
Low (feat. T-Pain),Mail on Sunday,"['gangster rap', 'southern hip hop', 'dance pop', 'miami hip hop', 'urban contemporary', 'rap', 'trap', 'pop', 'pop rap', 'hip hop', 'r&b']",2008,1
Bleeding Love,Spirit,"['talent show', 'dance pop', 'british soul', 'pop']",2008,2
No One,As I Am (Expanded Edition),"['neo soul', 'pop', 'r&b']",2008,3
Lollipop,Tha Carter III,"['rap', 'new orleans rap', 'trap', 'hip hop', 'pop rap']",2008,4
Apologize,Dreaming Out Loud,"['piano rock', 'pop']",2008,5
No Air (feat. Chris Brown),"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake","['dance pop', 'post-teen pop', 'rap', 'pop', 'r&b']",2008,6
Love Song,Little Voice,"['neo mellow', 'post-teen pop', 'lilith', 'pop rock', 'acoustic pop']",2008,7
Love in This Club (feat. Young Jeezy),Here I Stand,"['gangster rap', 'southern hip hop', 'dance pop', 'crunk', 'urban contemporary', 'south carolina hip hop', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'pop', 'atl hip hop', 'contemporary r&b', 'r&b']",2008,8
